term,genes
P63,Rtp4;Cdkn1a;Rarg;Col16a1;Tinagl1;Steap4;Cltb;Triobp;Ppp1r9b;Trim8;Mrpl41;Tgm1;Fads3;Lgals3;Ndst1;Arl5c;Ednrb;Mpz;Adamtsl2;Capn2;Anxa7;A4galt;Hadh;Cic;Junb;Il13ra1;Brd2;Paqr7;Mbnl2;Stard7;Prkcd;Col23a1;Amt;Slc30a1;Fos;Neat1;Tnfrsf1a;Smo;Fez1;Rhoj;Plin4;Vdac2;Cdc42ep1;Nupr1;Vgll3;Fkbp5;Ppard;Cdc42se1;Gria1;Kank1;Ahnak;Lrp1;Slc43a3;Lpar1;Capg;Slc1a4;Sbsn;Coro1c;Nkain4;Ptdss1;Dhrs7b;Tspan7;4-sep;Tspan4;Apod;Cd14;Ralgds;S100a11;Mcl1;Lgi3;Cidea;Nap1l1;Gng12;Nfasc;Pfkl;Gjb2;Ehd3;G6pc3;Clcf1;Ppp1r1b;Plekhm2;Thrsp;Sfxn1;Dhcr7;Slc25a34;Bmpr1a;Pygb;Hspb6;Kcnc3;Hjurp;Hspb1;Smg5;Mylk;Retreg2;Map1lc3b;Chchd3;Fnta;Kif5c;Mdk;Tom1;Sirpa;Phgdh;Pamr1;Cavin1;Tead3;Tspyl2;Dusp4;Entpd5;Shisa5;Ampd3;Fndc5;Tmem135;Ndufs7;Map7d1;Gpd1;Padi2;Pmp2;Hacd3;Tmem9;Ergic3;Fam92b;Ergic1;Slc22a4;Mtmr3;Lrtm2;Tshz1;Gnai2;Sv2b;Tmem205;Atoh8;Pnpo;Ctnna1;Camta1;Cyc1;Ip6k1;Mapk4;Gadd45b;Iqsec2;Fus;Nr1h2;Stat3;Mboat2;Sorbs1;Fbxo31;Hinfp;Asxl1;Marco;Sqle;Cxcl12;Myo1c;Lrg1;P4ha1;Fabp7;Wnk2;Lcn2;Mafk;Fat3;Eif4g3
P68,Ywhae;Pigs;Lgals3bp;Synm;Col16a1;Kcnc3;Ncan;Hr;Lamc1;Ece2;Fnbp1l;Txndc15;Rbm3;Fads3;Eef2k;Arl5c;Adamtsl2;Myo18a;Arl6ip4;Lgals9;Junb;Cavin1;Mbnl2;Stard7;Tpm3;Pllp;Metrn;Entpd6;Taldo1;Neat1;Dnm1;Ddost;Asrgl1;Tnfrsf1a;Olfm1;Cttn;Ndufs7;Eef1a2;Aspg;Aplnr;S100a6;Irf7;Plin4;Tmem9;Nupr1;Fam92b;Slc25a5;Fjx1;Macf1;Ahnak;Slc43a3;Lcat;Capg;Myl12a;Hdac7;Gnai2;Prdx2;Sbno2;Tmem205;Them4;Tppp;Vhl;Ip6k1;Ndufv2;Ralgds;S100a11;Ntsr2;Nr1h2;Cmtm5;Stat3;Bst2;Marco;Dbndd2;Ppp1r1a;Clcf1;Lcn2;Alpl;Mafk;Calm3;Pnpla2;Bmpr1a
Padi4,Cdc42se1;Atp6v1a;Ccnh;Rhobtb3;Prkag1;Arhgap5;Agpat1;Atp5g1;Smg5;Coro1c;Tspan31;Akap13;Laptm4a;Ptdss1;Mat2a;Man2a2;Olfml3;Asna1;Tmem205;Nfkbiz;Tnr;Cic;Brd2;Nap1l1;Lsr;Eef1a1;Tmem59;Sqle;Rcn2;Mia2;Kctd10;Calm3;Fkbp3;Frem2
Pax6,Mtch1;Tbc1d9b;Ece2;Mrpl41;Sult1a1;Eef2k;Lgals1;Psd2;Nfkbiz;Capn2;Abl1;Pnpo;Sirpa;Tmed2;Fmc1;A4galt;E2f5;1110008p14rik;Amt;Tmc7;Rhof;Fos;Col1a1;Cldn10;Mfhas1;Gjb2;Cyp2d22;Lrg1;Crispld2;Gpd1;Sfxn1;Ypel3;Irf9
Pbx,Lgals3bp;Pygb;Mtch1;Col16a1;Tinagl1;8-mar;Rasgrf2;Ifit2;Sgce;Tgm1;Lgals3;Ndst1;Map1lc3b;Tmsb4x;Adamtsl2;Capn5;Kif5a;Tom1;Efhd1;Timp3;Scd1;Synpo;Pamr1;Sun2;Parp3;Endog;Mbnl2;Igfbp4;Mamstr;Gpx3;Acot10;Kctd1;Gab2;Ddost;Asrgl1;C1ql1;Clip3;Erbin;Crispld2;Ctdsp2;Tmem35a;Aspg;Arhgef4;Padi2;Cdc42ep1;Fam92b;Ergic1;Fkbp5;Gria1;Lxn;Zfp869;Mvp;Tshz1;Zfp503;Adcy2;Tns2;Tspan31;Lmf1;Mobp;Rdh12;Btbd3;Camta1;Smyd1;Ip6k1;Sncb;Gdf10;Btbd17;Mog;Wfs1;Coq7;Mlh3;Cherp;Snrk;Nsg2;Etl4;Lcn2;Calm3;Vim;Dhcr7;Nf2
Pbx1,Mtch1;Cdkn1a;Rasgrf2;Apip;Ece2;Mylk;Akap13;Lgals3;Mpz;Capn5;Adora1;Tnr;Sirpa;Lgals9;Slc39a1;Hmgn1;Tle1;Atp6ap1;Stard7;Gpx3;Amt;Sdhc;Ampd3;Fos;Bcs1l;Dctd;Gprc5b;Kctd10;Rhoj;Sbds;Serping1;Padi2;Ergic3;Fkbp3;Frem2;Mgll;Chst2;Itih5;Gpm6a;Mtmr3;Slc43a3;Usp54;Tshz1;Rhobtb3;Agpat1;Fbln5;Mat2a;Olfml3;Tceal3;Ucp2;Abl1;Cdc37l1;Flnc;Tspan3;S100a11;Ntsr2;Rpl41;Mog;Cmtm5;Lgi3;Sorbs1;Cp;Reep1;Nfasc;Fabp7;Zyx;Dhcr7;Sfxn5;Bcl2l1
Pcgf2,Steap3;Stat1;Ptprn;Slc39a10;Marco;Nfasc;Retreg2;Stk25;Dner;Efhd1;Tmem9;Ramp1;Itm2c
Pcgf4,Ahcyl1;Col16a1;Tinagl1;Lamc1;Fnbp1l;Cyr61;9-sep;Kif5c;Capn2;Tnr;Phgdh;Map3k6;Cd34;Wls;Gbp5;Paqr7;Myoc;Fbxo2;Slc39a10;Slc30a1;Ddost;Fndc5;Ptp4a2;Map7d1;S100a6;Arhgef4;Padi2;Cmpk2;Astn1;Macf1;Atl2;Slc1a4;Cnn3;Olfml3;Camk2n1;Atoh8;Susd4;S1pr1;Them4;Camta1;Ctnna2;Gbp2;Eps15;Gbp3;Usp24;Spen;Cadm3;Negr1;Mboat2;Gng12;Tmco1;Reep1;Tmem59;Nfasc;Ehd3;Sccpdh;Adi1;Alpl;Plekhm2;Slc25a34;Eif4g3;Sfxn5
Pdx1,Ptprn;Insig1;Apip;Atp5g1;Ptdss1;Tspyl2;Gabarapl1;Parp3;Tpi1;Igfbp4;Fus;Gpx3;Stat3;Cidea;Fos;Psmb8;Tnfrsf1a;Stxbp5l;Tapbp;Tmem59;Tst;Stk25;Vamp1;Tagln3;Sfxn5;Atf4
Phc1,Kcna1;Zfp503;Prkag2;Zc3hav1;Sgce;Fyco1;Ccnd2;Cnr1;Adamts1;Atoh8;Hey2;Efhd1;Cd14;Msx1;Dusp4;Gdf10;Negr1;Cacna2d3;Gfra1;Gab2;Psmb8;Tnfrsf1a;Marcks;Gjb2;Gap43;Cxcl12;Smo;Col4a2;Erp29;Cdc42ep1;Chst2
Phf8,Ywhae;Synm;Plxnd1;Ptprn;Hspb1;Hrct1;Lamc1;Ece2;Tmem140;Txndc15;Icam1;Eef2k;Arl5c;Slc22a17;Anxa7;Lgals9;Map3k6;Cic;Junb;Cavin1;Chid1;Paqr6;Parp3;Paqr7;Pllp;Entpd6;Tmc7;Rpsa;Ampd3;Neat1;Ddost;Asrgl1;Tnfrsf1a;Eef1a1;Ndufs7;Map7d1;Aspg;S100a6;Vamp1;Tmem9;Nupr1;Fam92b;Slc25a5;Fjx1;Vgll3;Ddc;Ahnak;Anapc16;Slc43a3;Lcat;Capg;Osgep;Rida;Tm9sf3;Sult1a1;Btbd1;Galr3;Asna1;Bag1;Ctnna1;Them4;Cd14;Flnc;Tppp;Vhl;Ndufv2;Ralgds;Pmm1;Haghl;Cidea;Mlh3;Fbxo31;Dbndd2;Ppp1r1a;Lcn2;Mafk;Ramp1;Sfxn5;Ypel3;Ahcyl1;Col16a1;Tinagl1;Fnbp1l;Cyr61;Nudt4;Trim8;Mpz;Capn2;Tnr;Plce1;Phgdh;Cd34;Wls;Gbp5;Myoc;Fbxo2;Fndc5;Ptp4a2;Cttn;Padi2;Astn1;Itih5;Macf1;Cstf2t;Cnn3;Arhgap21;Olfml3;Camk2n1;Susd4;S1pr1;Camta1;Gbp2;Eps15;Mcl1;Gbp3;Usp24;Spen;Cadm3;Negr1;Mtx1;Sorbs1;Gng12;Tmem59;Nfasc;Sccpdh;P4ha1;Reep3;Alpl;Plekhm2;Echdc3;Vim;Dhcr7;Slc25a34;Eif4g3;Bmpr1a
Pias1,Kank1;Tbc1d9b;Cebpd;Atl2;Lpar1;Plod2;Tmem140;Akap2;Sv2b;Adamts1;Sirpa;Camta1;Tgm2;Usp24;Dusp4;Tle1;Cacna2d3;Slc39a10;Gng12;Neat1;Tmem135;Psat1;Spry2;Cmpk2;Fgfr1
Pkctheta,Spen;Dusp4;Brd2;Tbc1d9b;Negr1;Mamstr;Entpd6;Hjurp;Lsr;Neat1;Retreg2;Olfml3;Adi1;Tmsb4x;Flot1;Erf;Calm1;Eif4g1;Vgll3
Pou3f1,Rarg;Slc44a1;Kcnc3;Ncan;Tecr;Prkag2;Dbi;Lamc1;Cyr61;Ppp1r9b;Trim8;Sox2;Ednrb;Mprip;Mdk;Hey2;Adora1;Me1;Plce1;Qk;Mbnl2;Igfbp4;Ifrd1;Rhof;Fos;Osmr;Neat1;Fam126a;Rab33b;Dctd;Olfm1;Ptp4a2;Ndufs7;Vamp1;Fkbp3;Macf1;Pdxdc1;Anapc16;Tshz1;Zfp503;Rhobtb3;Rnf7;Fbln5;Hdac7;Gnai2;Socs3;Rras;Btbd1;Olfml3;Tspan7;Them4;Gse1;Mapk4;Cadm3;Negr1;Iqsec1;Vta1;Irgm1;Ptprd;Marco;Sqle;Sccpdh;Reep3;Etl4;Spry2;Calm3;Vim;Dhcr7;Tpt1;Fgfr1
Pou3f2,Atp6v1a;Gpm6a;Hdac2;Lxn;Luzp2;Ccnh;Rhobtb3;Ptn;Fnbp1l;Tmem140;Sox2;Sgce;Ptdss1;Ednrb;Adamts1;Btbd3;Myo6;Dner;Hey2;Tom1;Spp1;Enpp2;Tle1;Mbnl2;Commd10;Ifrd1;Omg;Rfx3;Cp;Stxbp5l;Snrk;Ppa2;P4ha1;Fabp7;Reep3;Rgl1;Eif4g3;Fkbp5
Pou5f1,Ifitm3;Mtch1;Slc35b2;Ndufa13;Fnbp1l;Tmem140;Ifit1;Nudt4;Mylk;Sox2;Golga4;Gja1;Capn5;Kif5a;Sirpa;Plce1;Lgals9;Hadh;Junb;Slc39a1;Kpna3;Tgm2;Gpr179;Gbp5;Paqr7;Unc13a;Mbnl2;Fbxo2;Entpd6;Bcs1l;Tuba4a;Clip3;Eef1a1;Tmem135;Carhsp1;Cd109;Frem2;Astn1;Cdc42se1;Ndufb10;Slc1a4;Zc3hav1;Cnn3;Sult1a1;Socs3;Arhgap21;Prdx2;Nln;Emg1;Rras;Mobp;Galr3;Dhrs7b;Bag1;Abl1;Them4;Gse1;Mbp;Cd14;Ndufv2;Ralgds;Mcl1;Rpl41;Zbtb16;Ephx2;Tnk2;Cidea;Fuz;Mt1;Serpina3h;Bst2;Stk25;Reep3;Bcl3;Lcn2;Amotl2;Sfxn1;Calr;Nf2;Calm1;Eif4g3;Fgfr1;Bmpr1a;Rtp4;Rnf10;Cdkn1a;Rarg;Slc44a1;Kcnc3;Hspb1;Smg5;Cyr61;Ppp1r9b;Trim8;Sgce;Map1lc3b;Eef2k;Flot1;Myo18a;Efhd1;Anxa7;Timp1;Scd1;A4galt;Cic;Enoph1;Tead3;Brd2;Gpx1;Pllp;Amt;Slc39a10;Tmc7;Rhof;Fos;Slc39a14;Ddost;Rab33b;Tapbp;Gprc5b;Ndufs7;Tst;Ctdsp2;Irf1;Vamp1;Ppard;Hdac2;Ddc;Ahnak;Cebpd;Sbsn;Cox5a;Akap2;Gnai2;Sertad3;Mat2a;Olfml3;Camk2n1;Ucp2;Spp1;Msx1;Fmc1;Sncb;Jam2;Mapk4;Slc35a2;Mog;Stat1;Stat3;Sorbs1;Mlh3;Asxl1;Slc4a8;Pfkl;Gsta4;Psat1;Spry2;Midn;Tnfaip6;Ptprn;Rasgrf2;Arhgap5;Mdk;Enpp2;Qk;Tsc22d4;Myoc;Ifrd1;Hap1;Tagln3;Fjx1;Agpat5;Lrrc59;Hlf;Fbln5;Cnr1;Tspan6;Ctnna2;Spen;Nap1l1;Ptprd;Reep1;Snrk;Gjb2;Myo1c;Adi1;Fat3;H2-t23;Ccnh;Ece2;Sat1;Tnr;Dusp4;Tle1;Prkcd;Kremen1;Icosl;Irak3;Asrgl1;Padi2;Atf4;Mvk;Cstf2t;Mustn1;Atoh8;Mgat3;Lrig1;Cdc37l1;Apod;Cyc1;E2f5;Gbp2;Slc38a3;Mark3;Negr1;Fus;Dhrs7;G6pc3;Dhcr7;Sfxn5;Eif4g1;Capn2;Slc30a1;Tmco1;Nsg2;Tpm3;Icam1;Ehd3;Dner;Camta1;Snx5;Cuedc2;Stard7;Rlbp1;Tmem47;Srr;Tmsb4x;Mtmr3;Ntm;Kctd1;Adcy2;Sqle;Marcks;Gap43;Chchd3;Cxcl12;Crispld2;Adamtsl2;9530068e07rik;Mgll;Amigo2;Taldo1;Gfra1;Fez1;Phgdh;Rgl1;Cavin1
Ppar,Pygb;Cdkn1a;Ahcyl1;Tinagl1;Ccnh;Hspb1;Plod2;Nudt4;Mylk;Eef2k;Capn2;Myo18a;Timp3;Lgals9;Tgm2;Dusp4;Tle1;Pllp;Ifrd1;Shisa5;Slc39a10;Tmc7;Rhof;Osmr;Eef1a1;Erbin;Stim1;Cd109;S100a6;Angptl4;Rhobtb3;Slc1a4;Rnf7;Akap2;Myl12a;Fam129b;Cnn3;Tspan3;Usp24;Gadd45b;Tnk2;Sorbs1;Efr3b;Fbxo31;Cxcl12;Reep3;Wnk2;Amotl2;Bcl2l1
Ppara,Steap3;Aldh1l1;Gt(rosa)26sor;Hjurp;Fnbp1l;Tmem140;Fads2;Retreg2;Golga4;Mprip;Adora1;Car14;Lgals9;Hadh;Synpo;Slc39a1;Gbp5;Tle1;Rsad2;Igfbp4;Slc30a1;Tuba4a;Ppp1r3g;Rnf126;4930402h24rik;Cyp2d22;Stim1;Gpd1;Fam92b;H2-d1;Slc22a4;Lrrc59;Slc1a4;Socs3;Sbno2;Ldha;Mustn1;Dhrs7b;Pnpo;Txndc5;Mcl1;Pmm1;Iqsec1;Vta1;Irgm1;Ifi47;Serpina3m;Serpina3n;Cp;Fbxo31;Eif1;Bc005537;Gjb2;Cxcl12;Adi1;Bcl3;Maff;Echdc3;Amotl2;Sfxn1;Nit1;Calm1;Sfxn5;Bcl2l1;Rtp4;Rnf10;Cdkn1a;Prkag2;Dbi;Etfb;Map1lc3b;Me1;Myo18a;Gpx1;Myoc;Lsr;Rhof;Ptp4a2;Ndufs7;Tst;Irf1;Aspg;Rdh5;Cdc42ep1;Hacd3;Cd302;Angptl4;Irf9;Hlf;Lrp1;Zfp703;Saa3;Atl2;Adcy2;Tns2;Tspan31;Tm9sf3;Srr;Camk2n1;Tmem205;Sc5d;Stat1;Sgpp1;Hinfp;Snrk;Lrg1;Zyx;Chpt1;Tpt1
Ppard,Steap3;Ahcyl1;Plxnd1;Ccnh;Plod2;Tmem140;Txndc15;Mylk;Ifit2;Endou;Ndst1;Gja1;Lgals1;Fth1;Capn2;Sirpa;Synpo;Slc39a1;Tgm2;Mbnl2;Igfbp4;Ifrd1;Taldo1;Neat1;Tmem135;Carhsp1;Col4a2;Map7d1;Cd109;Fez1;S100a6;Mxra7;Sqstm1;Gpm6a;Lxn;Mtmr3;Insig1;Ntm;Socs3;Prdx2;Emg1;Apoh;Myo6;Abl1;Tspan4;Camta1;Mbp;Ndufv2;Ralgds;Snx5;Slc14a2;Eif2ak2;Gng12;Cp;Fbxo31;Ptprd;Reep1;Cops6;Cxcl12;Adi1;Reep3;Dlg5;Amotl2;Sfxn1;Gnb5;Itm2c;Fgfr1;Rnf10;Cdkn1a;Tinagl1;Slc44a1;Prkag2;Dbi;Cyr61;Trim8;Mrpl41;Trim9;Map1lc3b;Eef2k;Glipr2;Senp8;Hey2;Nfkbiz;Efhd1;Tmed2;Slc13a3;Tnfrsf12a;Ndufc2;Gfra1;Rhof;Ddost;Tnfrsf1a;Cldn10;Ptp4a2;Slc25a18;Ctdsp2;Rdh5;Cdc42ep1;Angptl4;Irf9;Ergic1;Vgll3;Agpat5;Kank1;Ahnak;Cebpd;Slc43a3;Amigo2;Zbtb42;Cstf2t;Akap2;Gnai2;Fam129b;Tspan31;Clec3b;Sv2b;Asna1;Ucp2;Atoh8;S1pr1;Ctnna1;Lrrc8a;Usp24;Farp1;Negr1;Smox;Nr1h2;Efr3b;Marcks;Psat1;Spry2;Vim;Eif3f;Ypel3;Etfb;Fos;Fam126a;Fbln5;Icam1;Clip3;Col1a1;Fads2;Olfml3;Phgdh;Pltp;Ppard;Gadd45b;Pllp;Vldlr;Slc7a10;Rida;Myo18a;Dhcr7
Pparg,Rpl4;Steap3;Aldh1l1;Midn;Ahcyl1;Gt(rosa)26sor;Tmem140;Mylk;Sox2;Fads3;Fads2;Golga4;Laptm4a;Chchd3;Ccnd2;Mprip;Kif5c;Fth1;Adora1;Plce1;Hadh;Synpo;Junb;Slc39a1;Cavin1;Kpna3;Tgm2;Wls;Chid1;Gbp5;Gabarapl1;Mbnl2;Igfbp4;Entpd5;Col23a1;Ifrd1;Shisa5;Bcs1l;Neat1;Ppp1r3g;Tmem135;Carhsp1;Smo;Stim1;Col4a2;Kctd10;Cd109;Gpd1;Erp29;Sbds;Erf;Fam92b;Sqstm1;Atf4;Fkbp5;Gpm6a;Lrrc59;Adcyap1r1;Mtmr3;Ndufb10;Lman2l;Zfp869;Insig1;Arhgap21;Nln;Sbno2;Emg1;Ldha;Rras;1110051m20rik;Abl1;Them4;Gse1;Mbp;Tspan3;Slc38a3;Pltp;Ralgds;S100a11;Mcl1;Ntsr2;Tmem86a;Slc14a2;Iqsec1;Zbtb16;Irgm1;Mt1;Sqle;Cops6;Cxcl12;Reep5;Col5a3;Reep3;Maff;Plekhm2;Fat3;Amotl2;Sfxn1;Dhcr7;Rgl1;Bcl2l1;Fgfr1;Eif4g1;Pygb;H2-t23;Cdkn1a;Slc44a1;Rasgrf2;Prkag2;Dbi;Hrct1;Slc7a10;Arhgap5;Ggta1;Smg5;Cyr61;Triobp;Ppp1r9b;Trim8;Eef2k;Arl5c;Glipr2;Ctsl;Hey2;Nfkbiz;Tmed2;Timp3;Scd1;A4galt;Dusp4;Gpx1;Commd10;Ndufc2;Rhof;Fos;Fam126a;Ptgr2;Tnfrsf1a;Ptp4a2;Gprc5b;Gap43;Angptl4;Slc25a5;Mgll;Ank;Ergic1;Itih5;Mvk;Ahnak;Zfp703;Atl2;Gdpd2;Cstf2t;Capg;Ptn;Rnf7;Tns2;Agpat1;Tspan33;Psmb10;Tm9sf3;Mat2a;Atoh8;Spp1;Lrig1;Gbp2;Gbp3;Usp24;Farp1;Ifi204;Stat1;Tmem176a;Sorbs1;Asxl1;Marcks;Dhrs7;Myo1c;Gsta4;Psat1;Zyx;Spry2;Vim;Eif3f;Tpt1;Pnpla2;Hip1;Plxnd1;2900097c17rik;Vldlr;Fnbp1l;Sgce;Gja1;Ednrb;Lgals1;Fnta;Enpp2;Qk;D3ertd751e;Brd2;Tle1;Arid5a;Rab33b;Dctd;Tmx2;Tst;Cdc42ep1;Pick1;Hap1;Slc22a4;Kank1;Cnr1;Dhrs7b;Btbd3;Lrrc8a;Tppp;Negr1;Btbd17;Smox;Stat3;Lcn2;Gnb5;Sfxn5;Txndc16;C4b;Ndst1;9-sep;Psd2;Mdk;Dner;Myo18a;Phgdh;Cd34;Gpx3;Entpd6;Amt;Slc39a10;Emp2;Ampd3;Asrgl1;C1ql1;Eef1a1;Tmem33;Aspg;Arhgef4;Slc1a4;Usp18;Fbln5;Socs3;Mustn1;Fam241a;Smad1;Mlh3;Echdc3;Sycp3;Cdo1;Ttll9;Lrp1;Pgm5;Snx5;Chpt1;Sdhc;Etfb;Coq7;Cox5a;Sult1a1;Akr7a5;Ndufs7;Rhoj;Thrsp;Chst2;Hdac2;Cebpd;Nipsnap2;Cherp;Eif1;Map1lc3b;Znfx1;P4ha1;Mia2;Ergic3;Hmgn1
Prdm14,Midn;Rarg;Slc44a1;Frmpd1;Cltb;Hspb1;Atp5g1;Ggta1;Cyr61;Nudt4;Ppp1r9b;Sox2;1700025g04rik;Golga4;Eef2k;Psd2;Tmsb4x;Tom1;Flot1;Adora1;Myo18a;Sirpa;Timp3;Timp1;Scd1;Cic;Brd2;Slc30a1;Rhof;Foxp4;Ptgr2;Dctd;Erbin;Ptp4a2;Gprc5b;Cd109;Eef1a2;Fam92b;Slc25a5;Frem2;Ergic1;Ppard;Macf1;Naxd;Mtmr3;Anapc16;Atl2;Slc1a4;Sbsn;Tspan33;Gnai2;Fam129b;Socs3;Arhgap21;Ldha;Lao1;Camk2n1;Apoh;S1pr1;Spp1;Lrig1;Mbp;Apod;Pltp;Mark3;Tnk2;Cidea;Mt1;Serpina3n;Sorbs1;Serpina3h;Eif1;Asxl1;Reep1;Bst2;Dhrs7;Ppp1r1a;Stk25;Reep3;Bcl3;Etl4;9530068e07rik;Spry2;Alpl;Amotl2;Fxyd6;Calm1;Eif4g3;Fgfr1;Rtp4;Pygb;Col16a1;Plod2;Ifit3;Mylk;Trim8;Chchd3;Ednrb;A4galt;Cd34;Unc13a;Mbnl2;Shisa5;Slc39a10;Gfra1;Rab33b;Gap43;Fez1;Irf1;Cmpk2;Chst2;Agpat5;Gria1;Atp6v1a;Lrtm2;Tshz1;Fbln5;Prdx2;Clec3b;Sv2b;Atoh8;Ctnna1;Lrrc8a;Ctnna2;Usp24;Pmm1;Iqsec1;Efr3b;Fbxo31;Stxbp5l;Ptprd;Mfhas1;Nfasc;Cxcl12;Echdc3;Fat3
Prdm5,Mtch1;Slc44a1;Prkag2;Amot;Mrpl41;Sgce;Rbm3;Fnta;Flot1;Tead3;Tspyl2;Tsc22d4;Brd2;Endog;Tspyl1;Atp6ap1;Ifrd1;Foxp4;Fam126a;Slc39a14;Tapbp;Erbin;Smo;Sbds;Slc25a5;Ezr;Kank1;Ddc;Sdc2;Rhobtb3;Zc3hav1;Agpat1;Rida;Ptdss1;Tspan6;Abl1;Cdc37l1;Flnc;Cyc1;E2f5;Slc35a2;Vta1;Nipsnap2;Prrc2b;Mfhas1;Sqle;Cops6;Marcks;Wnk2;Zyx
Pu,Ywhae;Lgals3bp;Rtp4;Cdkn1a;Steap3;Midn;8-mar;Slc44a1;Ptprn;Hjurp;Dbi;Hr;Lamc1;Atp5g1;Ifit3;Nudt4;Ppp1r9b;C4b;1700025g04rik;Retreg2;Laptm4a;Arl5c;Mprip;Fth1;Dner;Hey2;Capn2;Efhd1;Lgals9;Paqr8;1110008p14rik;Tspyl1;Mbnl2;Igfbp4;Prkcd;Col23a1;Ifrd1;Arid5a;Kremen1;Slc39a10;Rfx3;Icosl;Irak3;Fos;Bcs1l;Tuba4a;Ptp4a2;Mia2;Ctdsp2;Irf1;Rhoj;Igtp;Arhgef4;Cmpk2;Vdac2;Sqstm1;Slc22a4;Ddc;Mtmr3;Pdxdc1;Lman2l;Lrp1;Anapc16;Zfp503;Slc1a4;Hdac7;Tspan31;Sbno2;Zrsr1;Cadm3;Gadd45b;Stat1;Stat3;Mboat2;Ifi47;Serpina3m;Dhrs1;Sgpp1;Psmb8;Tmco1;Col1a1;Bc005537;Pfkl;Marcks;Sccpdh;G6pc3;P4ha1;Stk25;9530068e07rik;Spry2;Dhcr7;Nf2;Rgl1;Fcgr2b;Ramp1;Itm2c
Pu.1,Ywhae;Steap4;Ncan;Cltb;Prkag1;Lamc1;Ece2;Triobp;Ifit3;Trim8;Fads3;Ndst1;Fads2;Eef2k;Peg13;Slc22a17;Mpz;Efhd1;Car14;Lgals9;Gpr179;Tead3;Sun2;Paqr6;Endog;Amt;Shisa5;Irak3;Gab2;Bcs1l;Neat1;Rab33b;Fndc5;Olfm1;Tmx2;Tst;Irf1;Igtp;Serping1;Cdc42ep1;Pick1;Cd302;Hap1;Ergic3;Ergic1;Atf4;Exd2;Mtmr3;Lrp1;Amigo2;Slc1a4;Tns2;Gnai2;Tspan31;Socs3;Sbno2;Dhrs7b;Asna1;Bag1;Pnpo;Cd14;Cyc1;Ip6k1;Usp24;Gadd45b;Stat1;Irgm1;Nap1l1;Asxl1;Col1a1;Slc4a8;Pfkl;Dhrs7;Clcf1;Maff;Echdc3;Polr3h;Nf2;Itm2c;Pygb;Slc44a1;Ndufa11;Gt(rosa)26sor;Hspb1;Ggta1;Txndc16;Rph3a;C4b;Lgals1;Mdk;Adora1;Phgdh;Slc39a1;Kpna3;Dusp4;Gabarapl1;Dnm1;Rcn2;Aspg;Angptl4;Fam92b;Agpat5;Ahnak;Lman2l;Insig1;Sema3g;Zc3hav1;Usp18;Pla2g7;Fbln5;Fam129b;Lmf1;1110051m20rik;Smyd1;Sc5d;Eif2ak2;Marcks;P4ha1;Alpl;Vim;Sycp3;Cuedc2;Plxnd1;Fnta;Myo18a;Col23a1;Ampd3;2210016f16rik;Tnfrsf1a;C1ql1;Fkbp5;Tbc1d9b;Hdac7;Tppp;Ifi47;Lcn2;Xaf1;Tpt1
Pu1,Pygb;Steap3;Slc44a1;Ptprn;Hjurp;Apip;Dbi;Lamc1;Ggta1;1700025g04rik;Retreg2;Kif5c;Mpz;Dner;Capn2;Adora1;Tnr;Efhd1;Sirpa;Cd34;Pamr1;Tgm2;Paqr8;Endog;Myoc;Stard7;Arid5a;Slc39a10;Sdhc;Slc30a1;Bcs1l;Tuba4a;Dnm1;Rab33b;Olfm1;Eef1a2;Aplnr;Scg5;Arhgef4;Tmem9;Cd302;Astn1;Itih5;Lman2l;Fam129b;Arhgap21;1110051m20rik;Susd4;Abl1;Fam241a;Ralgds;Cadm3;Ifi204;Stat1;Pcp4l1;Smox;Ccdc190;Tmco1;Asxl1;Marco;Nfasc;Sccpdh;Stk25;Echdc3;Rgl1;Fcgr2b;Nit1;Ramp1;Ttll9;Itm2c
Rac3,Lgals3bp;Steap3;Tinagl1;Hip1;Arl6ip1;Hrct1;Etfb;Akap13;Lgals1;Mprip;Adamtsl2;Flot1;Myo18a;Pamr1;Slc13a3;Igfbp4;Gpx3;Ifrd1;Bgn;Ndufc2;Tmc7;Rpsa;Gab2;Asrgl1;Cd109;Irf1;Scg5;Padi2;Anapc4;Vamp1;Angptl4;Irf9;Itih5;Agpat1;Drp2;Sbno2;Ablim2;Man2a2;Dhrs7b;Bag1;4-sep;Abl1;Pcp4l1;Rasl10b;Idh2;Haghl;Fuz;Fbxo31;Cxcl10;Mfhas1;Cops6;Snrk;Pfkl;Sfxn5;Tmem9b
